"","Indicator","ParentLocation","Location","FactValueNumeric","SDG"
"SDG3.5.176","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Americas","Canada",9,"SDG3.5"
"SDG3.5.177","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Africa","Equatorial Guinea",9.1,"SDG3.5"
"SDG3.5.178","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Western Pacific","Republic of Korea",9.1,"SDG3.5"
"SDG3.5.179","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Europe","Sweden",9.1,"SDG3.5"
"SDG3.5.180","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Americas","Chile",9.2,"SDG3.5"
"SDG3.5.181","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Americas","Saint Lucia",9.4,"SDG3.5"
"SDG3.5.182","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Africa","Gabon",9.5,"SDG3.5"
"SDG3.5.183","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Africa","South Africa",9.5,"SDG3.5"
"SDG3.5.184","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Western Pacific","Niue",9.6,"SDG3.5"
"SDG3.5.185","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Americas","Argentina",9.6,"SDG3.5"
"SDG3.5.186","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Europe","Netherlands",9.6,"SDG3.5"
"SDG3.5.187","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Americas","United States of America",9.8,"SDG3.5"
"SDG3.5.188","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)","Western Pacific","Japan",9.9,"SDG3.5"
"SDG3.2_3.1","Number of infant deaths","Europe","San Marino",0,"SDG3.2_3"
"SDG3.2_3.2","Number of infant deaths","Western Pacific","Niue",1,"SDG3.2_3"
"SDG3.2_3.3","Number of infant deaths","Europe","Monaco",1,"SDG3.2_3"
"SDG3.2_3.4","Number of infant deaths","Western Pacific","Australia",1006,"SDG3.2_3"
"SDG3.2_3.5","Number of infant deaths","Eastern Mediterranean","Djibouti",1091,"SDG3.2_3"
"SDG3.2_3.6","Number of infant deaths","Americas","Panama",1112,"SDG3.2_3"
"SDG3.2_3.7","Number of infant deaths","Europe","Spain",1126,"SDG3.2_3"
"SDG3.2_3.8","Number of infant deaths","Western Pacific","Republic of Korea",1193,"SDG3.2_3"
"SDG3.2_3.9","Number of infant deaths","Western Pacific","Mongolia",1243,"SDG3.2_3"
"SDG3.2_3.10","Number of infant deaths","Africa","Eswatini",1330,"SDG3.2_3"
"SDG3.2_3.11","Number of infant deaths","Africa","Comoros",1356,"SDG3.2_3"
"SDG3.2_3.12","Number of infant deaths","Europe","Romania",1380,"SDG3.2_3"
"SDG3.2_3.13","Number of infant deaths","Europe","Italy",1407,"SDG3.2_3"
"SDG3.2_3.14","Number of infant deaths","Eastern Mediterranean","Libya",1439,"SDG3.2_3"
"SDG3.2_3.15","Number of infant deaths","South-East Asia","Timor-Leste",1481,"SDG3.2_3"
"SDG3.2_3.16","Number of infant deaths","Americas","El Salvador",1499,"SDG3.2_3"
"SDG3.2_3.17","Number of infant deaths","Europe","Poland",1521,"SDG3.2_3"
"SDG3.2_3.18","Number of infant deaths","Americas","Chile",1566,"SDG3.2_3"
"SDG3.2_3.19","Number of infant deaths","Americas","Canada",1745,"SDG3.2_3"
"SDG3.2_3.20","Number of infant deaths","Africa","Botswana",1859,"SDG3.2_3"
"SDG3.2_3.21","Number of infant deaths","Western Pacific","Japan",1962,"SDG3.2_3"
"SDG3.2_3.22","Number of infant deaths","Americas","Antigua and Barbuda",10,"SDG3.2_3"
"SDG3.2_3.23","Number of infant deaths","Americas","Saint Kitts and Nevis",10,"SDG3.2_3"
"SDG3.2_3.24","Number of infant deaths","Europe","Finland",109,"SDG3.2_3"
"SDG3.2_3.25","Number of infant deaths","Africa","Rwanda",11058,"SDG3.2_3"
"SDG3.2_3.26","Number of infant deaths","Americas","Venezuela (Bolivarian Republic of)",11586,"SDG3.2_3"
"SDG3.2_3.27","Number of infant deaths","Western Pacific","Singapore",110,"SDG3.2_3"
"SDG3.2_3.28","Number of infant deaths","South-East Asia","Indonesia",110330,"SDG3.2_3"
"SDG3.2_3.29","Number of infant deaths","Europe","Lithuania",117,"SDG3.2_3"
"SDG3.2_3.30","Number of infant deaths","Europe","Russian Federation",12209,"SDG3.2_3"
"SDG3.2_3.31","Number of infant deaths","Africa","Togo",12483,"SDG3.2_3"
"SDG3.2_3.32","Number of infant deaths","Europe","Norway",126,"SDG3.2_3"
"SDG3.2_3.33","Number of infant deaths","Europe","Uzbekistan",13158,"SDG3.2_3"
"SDG3.2_3.34","Number of infant deaths","Europe","Turkey",13712,"SDG3.2_3"
"SDG3.2_3.35","Number of infant deaths","Eastern Mediterranean","Bahrain",137,"SDG3.2_3"
"SDG3.2_3.36","Number of infant deaths","Western Pacific","Kiribati",139,"SDG3.2_3"
"SDG3.2_3.37","Number of infant deaths","Americas","Haiti",14050,"SDG3.2_3"
"SDG3.2_3.38","Number of infant deaths","Africa","Central African Republic",14230,"SDG3.2_3"
"SDG3.2_3.39","Number of infant deaths","Eastern Mediterranean","Morocco",14456,"SDG3.2_3"
"SDG3.2_3.40","Number of infant deaths","Africa","Ethiopia",140081,"SDG3.2_3"
"SDG3.2_3.41","Number of infant deaths","Western Pacific","China",147325,"SDG3.2_3"
"SDG3.2_3.42","Number of infant deaths","Europe","Luxembourg",15,"SDG3.2_3"
"SDG3.2_3.43","Number of infant deaths","Europe","Bosnia and Herzegovina",157,"SDG3.2_3"
"SDG3.2_3.44","Number of infant deaths","South-East Asia","Nepal",16165,"SDG3.2_3"
"SDG3.2_3.45","Number of infant deaths","Europe","Croatia",161,"SDG3.2_3"
"SDG3.2_3.46","Number of infant deaths","Eastern Mediterranean","Qatar",164,"SDG3.2_3"
"SDG3.2_3.47","Number of infant deaths","Africa","Cabo Verde",168,"SDG3.2_3"
"SDG3.2_3.48","Number of infant deaths","Africa","Sao Tome and Principe",169,"SDG3.2_3"
"SDG3.2_3.49","Number of infant deaths","Africa","Mauritius",169,"SDG3.2_3"
"SDG3.2_3.50","Number of infant deaths","Africa","Burundi",18421,"SDG3.2_3"
"SDG3.2_3.51","Number of infant deaths","Africa","Senegal",18745,"SDG3.2_3"
"SDG3.2_3.52","Number of infant deaths","Americas","Suriname",188,"SDG3.2_3"
"SDG3.2_3.53","Number of infant deaths","Africa","Zimbabwe",19029,"SDG3.2_3"
"SDG3.2_3.54","Number of infant deaths","Western Pacific","Vanuatu",197,"SDG3.2_3"
"SDG3.2_3.55","Number of infant deaths","Western Pacific","Cook Islands",2,"SDG3.2_3"
"SDG3.2_3.56","Number of infant deaths","Europe","Andorra",2,"SDG3.2_3"
"SDG3.2_3.57","Number of infant deaths","Americas","Nicaragua",2164,"SDG3.2_3"
"SDG3.2_3.58","Number of infant deaths","Africa","Gabon",2199,"SDG3.2_3"
"SDG3.2_3.59","Number of infant deaths","Africa","Namibia",2252,"SDG3.2_3"
"SDG3.2_3.60","Number of infant deaths","South-East Asia","Sri Lanka",2428,"SDG3.2_3"
"SDG3.2_3.61","Number of infant deaths","Europe","Germany",2447,"SDG3.2_3"
"SDG3.2_3.62","Number of infant deaths","Americas","Paraguay",2595,"SDG3.2_3"
"SDG3.2_3.63","Number of infant deaths","Europe","France",2641,"SDG3.2_3"
"SDG3.2_3.64","Number of infant deaths","Africa","Equatorial Guinea",2691,"SDG3.2_3"
"SDG3.2_3.65","Number of infant deaths","Europe","United Kingdom of Great Britain and Northern Ireland",2981,"SDG3.2_3"
"SDG3.2_3.66","Number of infant deaths","Europe","Montenegro",20,"SDG3.2_3"
"SDG3.2_3.67","Number of infant deaths","Eastern Mediterranean","Iran (Islamic Republic of)",20101,"SDG3.2_3"
"SDG3.2_3.68","Number of infant deaths","Europe","Ireland",205,"SDG3.2_3"
"SDG3.2_3.69","Number of infant deaths","Europe","Denmark",206,"SDG3.2_3"
"SDG3.2_3.70","Number of infant deaths","Africa","Seychelles",21,"SDG3.2_3"
"SDG3.2_3.71","Number of infant deaths","Africa","Malawi",21142,"SDG3.2_3"
"SDG3.2_3.72","Number of infant deaths","Africa","Algeria",21618,"SDG3.2_3"
"SDG3.2_3.73","Number of infant deaths","Africa","Sierra Leone",22025,"SDG3.2_3"
"SDG3.2_3.74","Number of infant deaths","Americas","United States of America",22444,"SDG3.2_3"
"SDG3.2_3.75","Number of infant deaths","Africa","South Sudan",23678,"SDG3.2_3"
"SDG3.2_3.76","Number of infant deaths","Africa","Democratic Republic of the Congo",234373,"SDG3.2_3"
"SDG3.2_3.77","Number of infant deaths","Americas","Saint Vincent and the Grenadines",24,"SDG3.2_3"
"SDG3.2_3.78","Number of infant deaths","Africa","Benin",24948,"SDG3.2_3"
"SDG3.2_3.79","Number of infant deaths","Europe","The former Yugoslav Republic of Macedonia",242,"SDG3.2_3"
"SDG3.2_3.80","Number of infant deaths","Europe","Portugal",248,"SDG3.2_3"
"SDG3.2_3.81","Number of infant deaths","Europe","Austria",255,"SDG3.2_3"
"SDG3.2_3.82","Number of infant deaths","Europe","Malta",26,"SDG3.2_3"
"SDG3.2_3.83","Number of infant deaths","Americas","Dominica",26,"SDG3.2_3"
"SDG3.2_3.84","Number of infant deaths","Eastern Mediterranean","Iraq",26116,"SDG3.2_3"
"SDG3.2_3.85","Number of infant deaths","Western Pacific","New Zealand",263,"SDG3.2_3"
"SDG3.2_3.86","Number of infant deaths","Europe","Sweden",268,"SDG3.2_3"
"SDG3.2_3.87","Number of infant deaths","Europe","Cyprus",27,"SDG3.2_3"
"SDG3.2_3.88","Number of infant deaths","Americas","Grenada",27,"SDG3.2_3"
"SDG3.2_3.89","Number of infant deaths","Western Pacific","Viet Nam",27076,"SDG3.2_3"
"SDG3.2_3.90","Number of infant deaths","Africa","Zambia",27552,"SDG3.2_3"
"SDG3.2_3.91","Number of infant deaths","Europe","Czechia",282,"SDG3.2_3"
"SDG3.2_3.92","Number of infant deaths","Europe","Slovakia",285,"SDG3.2_3"
"SDG3.2_3.93","Number of infant deaths","Africa","Guinea",29051,"SDG3.2_3"
"SDG3.2_3.94","Number of infant deaths","Europe","Albania",294,"SDG3.2_3"
"SDG3.2_3.95","Number of infant deaths","Europe","Kyrgyzstan",3043,"SDG3.2_3"
"SDG3.2_3.96","Number of infant deaths","Eastern Mediterranean","Tunisia",3062,"SDG3.2_3"
"SDG3.2_3.97","Number of infant deaths","Eastern Mediterranean","Jordan",3216,"SDG3.2_3"
"SDG3.2_3.98","Number of infant deaths","Africa","Gambia",3233,"SDG3.2_3"
"SDG3.2_3.99","Number of infant deaths","Americas","Honduras",3263,"SDG3.2_3"
"SDG3.2_3.100","Number of infant deaths","Africa","Eritrea",3532,"SDG3.2_3"
"SDG3.2_3.101","Number of infant deaths","Europe","Ukraine",3583,"SDG3.2_3"
"SDG3.2_3.102","Number of infant deaths","Western Pacific","Malaysia",3613,"SDG3.2_3"
"SDG3.2_3.103","Number of infant deaths","Africa","Guinea-Bissau",3650,"SDG3.2_3"
"SDG3.2_3.104","Number of infant deaths","Europe","Kazakhstan",3823,"SDG3.2_3"
"SDG3.2_3.105","Number of infant deaths","Europe","Azerbaijan",3840,"SDG3.2_3"
"SDG3.2_3.106","Number of infant deaths","Americas","Mexico",30334,"SDG3.2_3"
"SDG3.2_3.107","Number of infant deaths","Africa","Ghana",31947,"SDG3.2_3"
"SDG3.2_3.108","Number of infant deaths","Europe","Estonia",32,"SDG3.2_3"
"SDG3.2_3.109","Number of infant deaths","Africa","Madagascar",32204,"SDG3.2_3"
"SDG3.2_3.110","Number of infant deaths","Europe","Switzerland",322,"SDG3.2_3"
"SDG3.2_3.111","Number of infant deaths","Americas","Trinidad and Tobago",323,"SDG3.2_3"
"SDG3.2_3.112","Number of infant deaths","Europe","Belarus",329,"SDG3.2_3"
"SDG3.2_3.113","Number of infant deaths","Africa","South Africa",33693,"SDG3.2_3"
"SDG3.2_3.114","Number of infant deaths","Europe","Greece",338,"SDG3.2_3"
"SDG3.2_3.115","Number of infant deaths","South-East Asia","Bhutan",341,"SDG3.2_3"
"SDG3.2_3.116","Number of infant deaths","Americas","Uruguay",349,"SDG3.2_3"
"SDG3.2_3.117","Number of infant deaths","Eastern Mediterranean","Pakistan",350590,"SDG3.2_3"
"SDG3.2_3.118","Number of infant deaths","Europe","Hungary",359,"SDG3.2_3"
"SDG3.2_3.119","Number of infant deaths","Eastern Mediterranean","Yemen",36805,"SDG3.2_3"
"SDG3.2_3.120","Number of infant deaths","Western Pacific","Tonga",37,"SDG3.2_3"
"SDG3.2_3.121","Number of infant deaths","South-East Asia","Myanmar",37128,"SDG3.2_3"
"SDG3.2_3.122","Number of infant deaths","Western Pacific","Solomon Islands",376,"SDG3.2_3"
"SDG3.2_3.123","Number of infant deaths","Europe","Belgium",384,"SDG3.2_3"
"SDG3.2_3.124","Number of infant deaths","Americas","Barbados",39,"SDG3.2_3"
"SDG3.2_3.125","Number of infant deaths","Western Pacific","Fiji",399,"SDG3.2_3"
"SDG3.2_3.126","Number of infant deaths","Western Pacific","Palau",4,"SDG3.2_3"
"SDG3.2_3.127","Number of infant deaths","Africa","Lesotho",4084,"SDG3.2_3"
"SDG3.2_3.128","Number of infant deaths","Eastern Mediterranean","Saudi Arabia",4096,"SDG3.2_3"
"SDG3.2_3.129","Number of infant deaths","Americas","Ecuador",4223,"SDG3.2_3"
"SDG3.2_3.130","Number of infant deaths","Europe","Slovenia",40,"SDG3.2_3"
"SDG3.2_3.131","Number of infant deaths","Western Pacific","Marshall Islands",41,"SDG3.2_3"
"SDG3.2_3.132","Number of infant deaths","Africa","Burkina Faso",41442,"SDG3.2_3"
"SDG3.2_3.133","Number of infant deaths","Americas","Guyana",419,"SDG3.2_3"
"SDG3.2_3.134","Number of infant deaths","Americas","Saint Lucia",42,"SDG3.2_3"
"SDG3.2_3.135","Number of infant deaths","Europe","Bulgaria",421,"SDG3.2_3"
"SDG3.2_3.136","Number of infant deaths","Americas","Brazil",43107,"SDG3.2_3"
"SDG3.2_3.137","Number of infant deaths","Eastern Mediterranean","Kuwait",437,"SDG3.2_3"
"SDG3.2_3.138","Number of infant deaths","Europe","Serbia",444,"SDG3.2_3"
"SDG3.2_3.139","Number of infant deaths","Africa","Chad",45818,"SDG3.2_3"
"SDG3.2_3.140","Number of infant deaths","Eastern Mediterranean","Somalia",46997,"SDG3.2_3"
"SDG3.2_3.141","Number of infant deaths","Africa","Cameroon",47626,"SDG3.2_3"
"SDG3.2_3.142","Number of infant deaths","Africa","Niger",48380,"SDG3.2_3"
"SDG3.2_3.143","Number of infant deaths","Africa","Mali",49175,"SDG3.2_3"
"SDG3.2_3.144","Number of infant deaths","Eastern Mediterranean","Egypt",49823,"SDG3.2_3"
"SDG3.2_3.145","Number of infant deaths","Americas","Cuba",496,"SDG3.2_3"
"SDG3.2_3.146","Number of infant deaths","Europe","Turkmenistan",5204,"SDG3.2_3"
"SDG3.2_3.147","Number of infant deaths","Americas","Dominican Republic",5280,"SDG3.2_3"
"SDG3.2_3.148","Number of infant deaths","South-East Asia","Democratic People's Republic of Korea",5290,"SDG3.2_3"
"SDG3.2_3.149","Number of infant deaths","Americas","Bolivia (Plurinational State of)",5903,"SDG3.2_3"
"SDG3.2_3.150","Number of infant deaths","Africa","Kenya",50292,"SDG3.2_3"
"SDG3.2_3.151","Number of infant deaths","Western Pacific","Philippines",51904,"SDG3.2_3"
"SDG3.2_3.152","Number of infant deaths","Europe","Georgia",512,"SDG3.2_3"
"SDG3.2_3.153","Number of infant deaths","Europe","Armenia",523,"SDG3.2_3"
"SDG3.2_3.154","Number of infant deaths","Europe","Israel",523,"SDG3.2_3"
"SDG3.2_3.155","Number of infant deaths","Americas","Costa Rica",536,"SDG3.2_3"
"SDG3.2_3.156","Number of infant deaths","Africa","Côte d’Ivoire",54149,"SDG3.2_3"
"SDG3.2_3.157","Number of infant deaths","Africa","Nigeria",556955,"SDG3.2_3"
"SDG3.2_3.158","Number of infant deaths","Europe","Republic of Moldova",561,"SDG3.2_3"
"SDG3.2_3.159","Number of infant deaths","Eastern Mediterranean","Sudan",57281,"SDG3.2_3"
"SDG3.2_3.160","Number of infant deaths","Africa","Uganda",58846,"SDG3.2_3"
"SDG3.2_3.161","Number of infant deaths","Europe","Netherlands",594,"SDG3.2_3"
"SDG3.2_3.162","Number of infant deaths","Western Pacific","Tuvalu",6,"SDG3.2_3"
"SDG3.2_3.163","Number of infant deaths","Africa","Congo",6306,"SDG3.2_3"
"SDG3.2_3.164","Number of infant deaths","South-East Asia","Thailand",6543,"SDG3.2_3"
"SDG3.2_3.165","Number of infant deaths","Americas","Peru",6608,"SDG3.2_3"
"SDG3.2_3.166","Number of infant deaths","Western Pacific","Lao People's Democratic Republic",6697,"SDG3.2_3"
"SDG3.2_3.167","Number of infant deaths","Western Pacific","Brunei Darussalam",60,"SDG3.2_3"
"SDG3.2_3.168","Number of infant deaths","South-East Asia","Maldives",60,"SDG3.2_3"
"SDG3.2_3.169","Number of infant deaths","Eastern Mediterranean","Afghanistan",60766,"SDG3.2_3"
"SDG3.2_3.170","Number of infant deaths","Africa","Mozambique",62665,"SDG3.2_3"
"SDG3.2_3.171","Number of infant deaths","Americas","Jamaica",625,"SDG3.2_3"
"SDG3.2_3.172","Number of infant deaths","Americas","Bahamas",63,"SDG3.2_3"
"SDG3.2_3.173","Number of infant deaths","Africa","Angola",65936,"SDG3.2_3"
"SDG3.2_3.174","Number of infant deaths","Eastern Mediterranean","United Arab Emirates",672,"SDG3.2_3"
"SDG3.2_3.175","Number of infant deaths","Western Pacific","Micronesia (Federated States of)",68,"SDG3.2_3"
"SDG3.2_3.176","Number of infant deaths","Western Pacific","Samoa",69,"SDG3.2_3"
"SDG3.2_3.177","Number of infant deaths","Europe","Iceland",7,"SDG3.2_3"
"SDG3.2_3.178","Number of infant deaths","Americas","Argentina",7320,"SDG3.2_3"
"SDG3.2_3.179","Number of infant deaths","Africa","Mauritania",7624,"SDG3.2_3"
"SDG3.2_3.180","Number of infant deaths","Eastern Mediterranean","Lebanon",768,"SDG3.2_3"
"SDG3.2_3.181","Number of infant deaths","Africa","United Republic of Tanzania",77917,"SDG3.2_3"
"SDG3.2_3.182","Number of infant deaths","Eastern Mediterranean","Syrian Arab Republic",8152,"SDG3.2_3"
"SDG3.2_3.183","Number of infant deaths","Europe","Tajikistan",8759,"SDG3.2_3"
"SDG3.2_3.184","Number of infant deaths","Western Pacific","Papua New Guinea",8803,"SDG3.2_3"
"SDG3.2_3.185","Number of infant deaths","South-East Asia","India",801578,"SDG3.2_3"
"SDG3.2_3.186","Number of infant deaths","Europe","Latvia",81,"SDG3.2_3"
"SDG3.2_3.187","Number of infant deaths","Eastern Mediterranean","Oman",849,"SDG3.2_3"
"SDG3.2_3.188","Number of infant deaths","South-East Asia","Bangladesh",86968,"SDG3.2_3"
"SDG3.2_3.189","Number of infant deaths","Western Pacific","Nauru",9,"SDG3.2_3"
"SDG3.2_3.190","Number of infant deaths","Western Pacific","Cambodia",9454,"SDG3.2_3"
"SDG3.2_3.191","Number of infant deaths","Americas","Guatemala",9527,"SDG3.2_3"
"SDG3.2_3.192","Number of infant deaths","Americas","Colombia",9638,"SDG3.2_3"
"SDG3.2_3.193","Number of infant deaths","Africa","Liberia",9961,"SDG3.2_3"
"SDG3.2_3.194","Number of infant deaths","Americas","Belize",98,"SDG3.2_3"
"SDG3.6.1","Estimated road traffic death rate (per 100 000 population)","Americas","Antigua and Barbuda",0,"SDG3.6"
"SDG3.6.2","Estimated road traffic death rate (per 100 000 population)","South-East Asia","Maldives",0.86,"SDG3.6"
"SDG3.6.3","Estimated road traffic death rate (per 100 000 population)","Western Pacific","Micronesia (Federated States of)",1.81,"SDG3.6"
"SDG3.6.4","Estimated road traffic death rate (per 100 000 population)","Europe","Bulgaria",10.21,"SDG3.6"
"SDG3.6.5","Estimated road traffic death rate (per 100 000 population)","Europe","Romania",10.33,"SDG3.6"
"SDG3.6.6","Estimated road traffic death rate (per 100 000 population)","Europe","Montenegro",10.68,"SDG3.6"
"SDG3.6.7","Estimated road traffic death rate (per 100 000 population)","Western Pacific","Samoa",11.31,"SDG3.6"
"SDG3.6.8","Estimated road traffic death rate (per 100 000 population)","Europe","Uzbekistan",11.5,"SDG3.6"
"SDG3.6.9","Estimated road traffic death rate (per 100 000 population)","Americas","Trinidad and Tobago",11.98,"SDG3.6"
"SDG3.6.10","Estimated road traffic death rate (per 100 000 population)","South-East Asia","Indonesia",12.15,"SDG3.6"
"SDG3.6.11","Estimated road traffic death rate (per 100 000 population)","Western Pacific","Philippines",12.24,"SDG3.6"
"SDG3.6.12","Estimated road traffic death rate (per 100 000 population)","Americas","Chile",12.33,"SDG3.6"
"SDG3.6.13","Estimated road traffic death rate (per 100 000 population)","Americas","United States of America",12.86,"SDG3.6"
